noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
52352,Starlink-3838 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52480,Starlink-3839 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52466,Starlink-3840 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52369,Starlink-3841 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52481,Starlink-3842 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52341,Starlink-3843 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52705,Starlink-3844 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52541,Starlink-3845 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52647,Starlink-3846 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52333,Starlink-3847 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52362,Starlink-3848 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52343,Starlink-3849 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52342,Starlink-3850 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52344,Starlink-3851 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52345,Starlink-3852 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52359,Starlink-3853 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52648,Starlink-3854 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52474,Starlink-3855 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52459,Starlink-3856 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52494,Starlink-3857 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52553,Starlink-3858 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52470,Starlink-3859 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52477,Starlink-3860 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52503,Starlink-3861 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52471,Starlink-3862 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52465,Starlink-3863 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52468,Starlink-3864 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52460,Starlink-3865 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52500,Starlink-3866 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52587,Starlink-3867 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52649,Starlink-3868 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52547,Starlink-3869 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52451,Starlink-3870,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52496,Starlink-3871 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52453,Starlink-3872 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52467,Starlink-3873 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52365,Starlink-3874 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52483,Starlink-3875 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52354,Starlink-3876 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52355,Starlink-3877 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52479,Starlink-3878 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52473,Starlink-3879 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52334,Starlink-3880 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52472,Starlink-3881 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52475,Starlink-3882 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52493,Starlink-3883 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52497,Starlink-3884 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52463,Starlink-3885 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52582,Starlink-3886 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52484,Starlink-3887 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52454,Starlink-3888 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52331,Starlink-3889 ,LEO,USA,SpaceX,Commercial,Communications,4/29/2022,
52455,Starlink-3890 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52650,Starlink-3891 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52488,Starlink-3892 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52579,Starlink-3893 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52499,Starlink-3894 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52583,Starlink-3895 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52456,Starlink-3896 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52537,Starlink-3897 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52458,Starlink-3898 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52457,Starlink-3899 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52461,Starlink-3900 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52574,Starlink-3901 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52487,Starlink-3902 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52462,Starlink-3903 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52464,Starlink-3904 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52495,Starlink-3905 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52585,Starlink-3906 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52501,Starlink-3907 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52491,Starlink-3908 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52452,Starlink-3909 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52586,Starlink-3910 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52565,Starlink-3911 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52502,Starlink-3912 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52485,Starlink-3913 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52490,Starlink-3914 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52581,Starlink-3915 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52492,Starlink-3916 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52588,Starlink-3917 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52486,Starlink-3918 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52580,Starlink-3919 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52575,Starlink-3920 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52613,Starlink-3921 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52584,Starlink-3922 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52489,Starlink-3923 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52570,Starlink-3924 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52498,Starlink-3925 ,LEO,USA,SpaceX,Commercial,Communications,5/6/2022,
52543,Starlink-3926 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52569,Starlink-3927 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52606,Starlink-3928 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52567,Starlink-3929 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52568,Starlink-3930 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52548,Starlink-3931 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52576,Starlink-3932 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52538,Starlink-3933 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52675,Starlink-3934 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52549,Starlink-3935 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52674,Starlink-3936 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52542,Starlink-3937 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52566,Starlink-3938 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52545,Starlink-3939 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52540,Starlink-3940 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52638,Starlink-3941 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52563,Starlink-3942 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52557,Starlink-3943 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52544,Starlink-3944 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52691,Starlink-3945 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52693,Starlink-3946 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52607,Starlink-3947 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52546,Starlink-3948 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52555,Starlink-3949 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
53264,Starlink-3950 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52533,Starlink-3951 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52534,Starlink-3952 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52559,Starlink-3953 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52558,Starlink-3954 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52561,Starlink-3955 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52560,Starlink-3956 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52562,Starlink-3957 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52535,Starlink-3958 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52564,Starlink-3959 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52659,Starlink-3960 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
62637,Starlink-3961 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52708,Starlink-3962 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52643,Starlink-3963 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52536,Starlink-3964 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52550,Starlink-3965 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52552,Starlink-3966 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52636,Starlink-3967 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52639,Starlink-3968 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52551,Starlink-3969 ,LEO,USA,SpaceX,Commercial,Communications,5/13/2022,
52706,Starlink-3970 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52642,Starlink-3971 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52669,Starlink-3972 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52645,Starlink-3973 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52634,Starlink-3974 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52620,Starlink-3975 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52673,Starlink-3976 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52640,Starlink-3977 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52635,Starlink-3978 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52608,Starlink-3979 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52611,Starlink-3980 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52687,Starlink-3981 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52614,Starlink-3982 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52618,Starlink-3983 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52621,Starlink-3984 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52644,Starlink-3985 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52623,Starlink-3986 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52699,Starlink-3987 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52625,Starlink-3988 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52630,Starlink-3989 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52626,Starlink-3990 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52641,Starlink-3991 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52627,Starlink-3992 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52633,Starlink-3994 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52632,Starlink-3995 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52617,Starlink-3996 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52609,Starlink-3997 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52610,Starlink-3998 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52704,Starlink-3999 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52605,Starlink-4000 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52628,Starlink-4001 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52612,Starlink-4002 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52701,Starlink-4003 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52656,Starlink-4004 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52686,Starlink-4005 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52676,Starlink-4006 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52707,Starlink-4007 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52622,Starlink-4008 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52624,Starlink-4009 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52862,Starlink-4010 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52615,Starlink-4011 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52602,Starlink-4012 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52604,Starlink-4013 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
62684,Starlink-4014 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52616,Starlink-4015 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52603,Starlink-4016 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52682,Starlink-4017 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52697,Starlink-4018 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52598,Starlink-4019 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52703,Starlink-4020 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53149,Starlink-4021 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52629,Starlink-4022 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
53135,Starlink-4023 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52599,Starlink-4024 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52696,Starlink-4025 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52600,Starlink-4026 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52601,Starlink-4027 ,LEO,USA,SpaceX,Commercial,Communications,5/14/2022,
52677,Starlink-4028 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52685,Starlink-4029 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52698,Starlink-4030 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52679,Starlink-4031 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52688,Starlink-4032 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52702,Starlink-4033 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52700,Starlink-4034 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52690,Starlink-4035 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52837,Starlink-4036 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52663,Starlink-4037 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53150,Starlink-4038 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52683,Starlink-4039 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53151,Starlink-4040 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52695,Starlink-4041 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52661,Starlink-4042 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52836,Starlink-4043 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52662,Starlink-4044 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53152,Starlink-4045 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52842,Starlink-4046 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53243,Starlink-4047 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52839,Starlink-4048 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52840,Starlink-4049 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53274,Starlink-4050 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53273,Starlink-4051 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53171,Starlink-4052 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53536,Starlink-4053,LEO,USA,SpaceX,Commercial,Communications,8/19/2022,
53158,Starlink-4054 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53161,Starlink-4055 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53242,Starlink-4056 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53269,Starlink-4057 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53266,Starlink-4058 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53250,Starlink-4059 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53267,Starlink-4060 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53247,Starlink-4061 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53261,Starlink-4062 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53132,Starlink-4063 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52665,Starlink-4064 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52841,Starlink-4065 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53148,Starlink-4066 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52668,Starlink-4067 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52681,Starlink-4068 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53271,Starlink-4069 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52664,Starlink-4070 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52671,Starlink-4071 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52694,Starlink-4072 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52672,Starlink-4073 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52678,Starlink-4074 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52670,Starlink-4075 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52667,Starlink-4076 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53154,Starlink-4077 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52689,Starlink-4078 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52666,Starlink-4079 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52835,Starlink-4080 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52660,Starlink-4081 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52658,Starlink-4082 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
52832,Starlink-4083 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52657,Starlink-4084 ,LEO,USA,SpaceX,Commercial,Communications,5/18/2022,
53262,Starlink-4085 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52833,Starlink-4086 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53156,Starlink-4087 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53155,Starlink-4088 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52831,Starlink-4089 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53165,Starlink-4090 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52830,Starlink-4091 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
52838,Starlink-4092 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53157,Starlink-4093 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53147,Starlink-4094 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53170,Starlink-4095 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53160,Starlink-4096 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53265,Starlink-4097 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53153,Starlink-4098 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53146,Starlink-4099 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53144,Starlink-4100 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53142,Starlink-4101 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53143,Starlink-4102 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53141,Starlink-4103 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53163,Starlink-4104 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53168,Starlink-4105 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53145,Starlink-4106 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53287,Starlink-4107 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52834,Starlink-4108 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53268,Starlink-4109 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53166,Starlink-4110 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53159,Starlink-4111 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
52861,Starlink-4112 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53270,Starlink-4113 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53162,Starlink-4114 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53032,Starlink-4115 ,LEO,USA,SpaceX,Commercial,Communications,7/7/2022,
53164,Starlink-4116 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53169,Starlink-4117 ,LEO,USA,SpaceX,Commercial,Communications,7/17/2022,
53538,Starlink-4118,LEO,USA,SpaceX,Commercial,Communications,8/19/2022,
53026,Starlink-4119 ,LEO,USA,SpaceX,Commercial,Communications,7/7/2022,
53537,Starlink-4120,LEO,USA,SpaceX,Commercial,Communications,8/19/2022,
53002,Starlink-4121 ,LEO,USA,SpaceX,Commercial,Communications,7/7/2022,
53272,Starlink-4122 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53539,Starlink-4123,LEO,USA,SpaceX,Commercial,Communications,8/19/2022,
53245,Starlink-4124 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53244,Starlink-4125 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
52867,Starlink-4126 ,LEO,USA,SpaceX,Commercial,Communications,6/17/2022,
53258,Starlink-4127 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53249,Starlink-4128 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53251,Starlink-4129 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53263,Starlink-4130 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53246,Starlink-4131 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53252,Starlink-4132 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
53253,Starlink-4133 ,LEO,USA,SpaceX,Commercial,Communications,7/24/2022,
